SUPERPOPID,POPID,POPFIT,POPFITNOTES,CONTACTAGENCY,LASTMODIFIEDON,LASTMODIFIEDBY,ID
1022,311,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,97EA4689-3270-49BA-A57D-0A0B9750C9B8
1023,78,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,DB1D629D-69B1-4586-8826-59E75DEA07DD
1023,81,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,1A5D5E62-9DD7-42B3-9F69-C21ED2ACE7F8
1024,92,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,8AC441BB-5F33-4C1A-83FD-A3AAC558F957
1024,97,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,90F9E1D4-CA18-4E47-A5F4-C44CC4E73AB4
1025,79,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,E1116270-BEF9-44F7-ABD4-2661F4470E2D
1025,82,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,254452DC-6103-4B42-8E78-CFE75B43477F
1026,102,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,6F1B993A-0505-48ED-860C-F81634502DB8
1026,103,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,0332A8D3-2CA3-43FF-99D3-4C33C4EAFD2A
1027,94,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,5AEAD4D6-B955-4816-B073-EF06F3752023
1027,95,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,7BF6C445-BB89-43E2-AD7B-98C414DE5082
1027,98,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,6648821E-0E81-4C66-8DD1-C7CB44B47BD6
1027,99,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,C0D54F83-0870-410F-9BBD-3861ED1EC514
1027,100,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,8DC62D2E-20AC-4B4F-BD46-0F2B64376D69
1027,101,same    ,,Idaho Department of Fish and Game,2018-08-07 08:57:00.0,PSMFC.ORG\mike,D9792431-9B85-4E3E-B20F-20C33230B287
1028,58,Same    ,,Pacific States Marine Fisheries Commission,2018-08-07 08:57:00.0,PSMFC.ORG\mike,4D213140-6974-4DDF-A26D-9E8AA5D1E26A
1028,59,Same    ,,Pacific States Marine Fisheries Commission,2018-08-07 08:57:00.0,PSMFC.ORG\mike,F9D2E27F-A21D-45BE-AC9E-0A5FD99E4FB9
1028,399,Same    ,,Pacific States Marine Fisheries Commission,2018-08-07 08:57:00.0,PSMFC.ORG\mike,29090052-5609-4FFE-82D0-EF49FB36EE6A
1029,148,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,5C25D10C-E483-4FA5-AF1F-922CD77FA5CA
1029,149,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,42959FAE-92E7-4FB1-97AE-DB7912A6BD9A
1029,152,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,A3800CB0-5C05-410C-BFBE-81163533D5A2
1029,154,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,73AF79C2-7738-4AE9-9D00-FCE0ECD3EF7E
1029,155,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,5AFBFC6A-6EFF-4E9C-9019-6B11E57CCCEA
1029,156,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,EDE69562-3C25-43C0-B912-F461C2F71DE1
1029,157,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,89D1D7BA-8426-42C2-82BA-5F73D0B03454
1029,158,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,AB566283-70F6-4FC5-88C9-14EC6896E266
1029,160,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,70FFB2C4-FB67-48E1-BDED-D404FD81C1EA
1030,115,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,5275806F-8B81-4C17-A4DD-DD32FACF5A7A
1030,116,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,6CBC9E20-2D6F-4635-BA2C-F0687E6582C8
1030,117,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,14A1E181-C97C-4127-8066-C680460260F5
1030,118,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,181DC692-37FF-43A7-A8BF-E634BEE074B0
1030,119,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,032B5C8C-8A45-4D9C-A1D4-BEC040427E3F
1030,120,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,AA98B225-7A9C-4D25-8186-51AA4072E24D
1030,121,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,E8AF57A9-0B61-4E46-BEA9-B6A5475966A3
1030,122,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,DF2EF7CD-202A-4FB9-A38E-4CBC3662B176
1030,123,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,FEFF58EB-9659-4616-9B8D-45117A290C5E
1030,124,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,ACDFE343-0E36-4518-A901-0B9E2ED040EB
1030,125,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,E04A6695-121F-43A0-AB79-360CB8291F44
1030,126,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,E37A821B-9CB3-4E30-A6E7-2FD01BF3613F
1030,127,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,8795B91D-1E4B-4A5B-8594-6FA646C33A6A
1030,128,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,329187C4-C228-4276-B70C-0E8C92D0ECCE
1030,129,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,47A596CD-674E-4905-9B79-A7D46C42FD79
1030,131,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,D2BC205D-EBB1-47BF-AB25-1A2E3FBF9DAB
1030,134,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,B97EB9A2-8CF9-4E9E-9F8F-6B3CD59B6A8A
1030,135,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,5C84EC31-AD76-4DE5-B30A-A9F8CBDA431F
1030,136,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,AE58D113-C648-4B92-95E9-F12AD078C6FA
1030,137,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,5458B642-04E4-4857-8B7B-909D90C4BAAE
1030,138,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,065FE690-2350-443A-A919-19ECA60659C0
1030,139,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,98C81B5B-86F8-498F-86C3-20A9B6842423
1031,144,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,0EA5BE3D-72B5-4050-88BF-924D01FF46A8
1031,146,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,0EB66FB9-27AA-46CA-B736-5F42B1DC3334
1031,147,Same    ,,Oregon Department of Fish and Wildlife,2018-08-07 08:57:00.0,PSMFC.ORG\mike,86037D3A-E573-4649-9E79-EC714FE95DC2
